customer_age,account_balance,annual_income,loan_amount,loan_duration_months,num_of_credit_cards,credit_card_utilization,monthly_salary,num_of_loans,num_of_defaults,num_of_transactions,avg_transaction_value,loan_to_income_ratio,credit_score,investment_value,savings_account_balance,fixed_deposit_amount,num_of_dependents,customer_tenure_years,emi_amount,house_value,insurance_amount,spending_score,digital_transactions_ratio,mobile_banking_usage_hours,branch_visits_per_month,internet_banking_logins,loan_interest_rate,customer_satisfaction_score,risk_factor,bank_profit
29,45580.72,539629.6,159583.7,9,4,0.53,54545.8,1,0,351,2467.45,0.82,596.81,173102.53,33945.32,189583.75,2,11.34,6420.37,5646342.14,97864.78,48.8,0.14,14.57,9,23,6.98,2.92,0.13,202938.66
43,50537.72,807980.64,442934.13,25,3,0.66,85666.61,2,2,316,2098.64,0.15,627.57,18667.88,27653.06,176462.29,0,11.34,13076.62,4870974.03,154618.08,47.83,0.36,2.56,1,21,10.68,4.16,0.67,360251.41
33,54167.66,900102.38,371311.52,52,0,0.23,70667.89,3,2,336,2234.79,0.33,779.68,90461.77,35179.8,260826.7,3,8.01,7474.21,2441073.09,122055.19,89.87,0.42,11.59,8,14,10.05,3.62,0.65,420756.46
68,9165.3,888572.83,298169.47,14,3,0.86,31165.29,2,0,169,3831.03,0.52,632.11,62705.83,12687.0,70365.45,2,10.04,4162.52,6766899.41,115231.04,0.19,0.59,6.1,3,1,7.96,7.02,0.1,430526.55
54,45056.45,997228.34,255762.95,32,3,0.31,39853.12,0,1,295,2144.96,0.23,661.91,147232.12,30702.3,99867.26,1,7.92,9991.53,4060510.71,95591.03,73.87,0.77,5.41,3,19,9.28,8.45,0.47,394066.39
39,36360.32,877075.96,233023.28,20,4,0.69,54065.99,3,2,105,1101.34,0.58,649.85,94364.71,13514.83,191598.57,3,0.91,9469.22,4248855.32,99015.57,61.86,0.14,7.81,9,16,8.67,2.73,0.67,400008.48
46,29967.6,787862.05,173846.52,24,3,0.02,93575.3,0,0,87,1881.55,0.58,580.26,122388.19,7676.07,98306.51,3,1.46,9209.35,5007054.78,113231.3,92.16,0.8,0.51,0,18,6.77,6.07,0.49,305271.64
31,44377.99,967537.56,256198.44,57,1,0.37,45915.69,3,0,294,1813.68,0.21,684.14,157092.27,11969.36,127879.34,1,6.06,11830.0,4396036.2,92184.81,45.69,0.61,4.69,1,19,11.44,4.31,0.67,362698.02
45,85953.73,693369.69,270620.2,31,3,0.35,46036.72,0,1,70,1841.12,0.8,678.74,56759.62,21314.1,239233.74,3,11.37,13695.68,5653967.64,144502.46,65.77,0.98,2.49,2,15,9.42,5.55,0.82,202024.06
22,62816.86,479531.34,150659.15,31,4,0.54,82911.44,3,0,159,2572.07,0.63,689.04,78899.29,30279.52,180306.75,3,13.74,9165.51,3278391.31,135183.11,97.27,0.65,2.08,6,23,11.28,6.59,0.69,143194.61
64,38576.42,659233.26,276734.11,31,4,0.07,62923.61,0,2,143,2678.35,0.32,675.77,152963.29,23104.16,67482.07,2,0.93,10797.05,5876483.86,147919.8,74.39,0.72,5.06,8,18,10.94,9.04,0.62,280133.8
66,61451.66,513774.34,237579.28,51,4,0.79,75795.0,3,2,185,1936.62,0.23,657.01,55157.49,18467.18,178562.51,1,5.84,9241.85,5317196.8,58404.08,6.74,0.2,12.03,4,20,6.48,2.73,0.85,213083.22
47,77987.11,531205.43,97375.4,54,0,0.22,49093.51,0,0,280,1164.88,0.88,654.14,80248.79,9677.89,236735.12,2,3.74,11519.48,3570722.13,57090.35,16.75,0.77,3.02,3,16,7.24,1.78,0.9,207214.89
63,68492.67,663870.33,181169.2,58,1,0.68,58475.46,3,2,57,2059.46,0.84,654.99,35985.78,27053.31,162007.66,1,12.32,5590.92,4801991.44,119516.17,82.15,0.08,7.97,1,28,6.87,6.64,0.39,331675.95
69,51192.61,501895.02,216911.56,8,0,0.8,79734.48,0,0,377,1673.97,0.23,630.57,154534.53,29636.23,211025.9,0,12.77,11852.03,5954618.59,96775.35,33.48,0.66,11.23,6,3,10.98,4.55,0.17,265532.97
22,37061.26,623009.62,401015.01,71,2,0.56,57827.39,1,2,339,2126.24,0.04,638.31,76750.14,22982.84,113809.28,3,3.49,10849.06,5125868.79,110353.63,70.59,0.06,3.61,5,17,11.17,2.47,0.82,328892.46
29,63964.47,226596.33,294524.25,47,1,0.74,76845.8,2,1,300,1927.42,0.8,631.4,114046.42,9476.81,168191.48,3,10.81,7121.45,4676874.37,55303.2,69.98,0.12,13.86,6,3,9.17,2.05,0.21,245115.84
33,57869.71,753323.43,143161.47,24,3,0.66,65809.01,3,2,136,2729.81,0.62,708.67,127039.21,28087.09,39626.5,2,11.11,16625.04,5246939.69,41681.32,99.37,0.11,13.0,7,20,6.63,6.03,0.93,253020.95
43,67903.86,700301.37,288882.9,22,4,0.36,44405.56,0,1,253,2164.88,0.1,695.31,67870.53,32272.45,194081.26,3,3.07,5921.7,5347969.75,109303.2,46.99,0.05,3.77,8,2,6.81,3.7,0.02,262046.22
43,62703.44,495727.84,126215.68,38,2,0.81,59755.24,1,1,268,1675.89,0.59,681.36,23840.0,35330.17,175209.14,3,6.79,10989.32,3893074.53,69604.61,73.78,0.32,14.84,9,29,10.88,9.98,0.92,239971.08
65,70991.05,864811.42,336615.28,54,1,0.29,74720.76,3,0,290,1168.68,0.45,777.11,91221.44,15623.03,59681.4,2,9.49,7128.37,4688108.09,128564.24,4.88,0.99,10.04,4,21,11.58,4.65,0.59,381572.12
38,39295.3,934392.53,212310.03,61,0,0.57,70041.24,3,1,369,1971.19,0.77,633.72,90566.89,24363.05,256461.55,2,0.88,11734.01,5518399.86,75385.15,46.26,0.35,4.29,4,27,7.2,2.91,0.77,339762.99
56,76347.88,298110.03,242509.1,68,4,0.75,59396.21,3,2,307,1973.34,0.21,735.94,97579.86,14654.68,189979.4,1,6.37,15998.92,4659509.64,64501.09,18.67,0.76,10.22,3,17,6.07,6.66,0.4,151669.3
53,53951.99,509318.81,356063.73,8,0,0.38,31624.28,2,2,158,1842.52,0.45,667.0,97800.68,10776.39,101512.78,0,2.75,12326.66,3639008.41,9333.91,84.06,0.13,9.99,2,20,7.99,3.2,0.99,237883.19
50,91505.22,507714.41,147026.91,54,1,0.3,33060.13,0,1,305,2465.19,0.16,687.86,80049.09,35832.04,195928.93,2,8.36,9651.86,4836145.25,149901.86,83.99,0.45,9.09,6,19,6.18,5.45,0.23,191028.58
47,36216.24,465024.22,138230.55,60,1,0.46,36250.42,0,0,331,1170.33,0.96,713.56,78498.51,25645.67,81089.53,1,12.72,12785.82,4031442.61,127902.02,23.64,0.19,10.68,4,4,10.97,5.34,0.26,185700.03
54,84719.28,907368.71,203312.05,31,2,0.82,52343.37,3,1,269,1542.47,0.78,656.12,111908.14,32927.48,90770.36,2,8.11,8228.65,5198666.69,40172.1,31.83,0.19,4.02,6,28,8.95,5.08,0.05,319952.1
40,53958.22,651543.47,333070.31,57,3,0.93,54343.23,3,2,132,2031.75,0.74,627.17,67045.7,7751.75,81453.81,1,1.02,11466.93,6212279.07,20101.75,70.25,0.1,14.68,1,8,9.85,8.16,0.94,306558.05
27,36971.64,633871.29,128452.31,12,0,0.55,37868.83,3,2,156,1664.3,0.69,635.41,96187.06,22884.19,79432.87,0,0.93,10263.25,5312588.17,76116.93,73.83,0.43,12.87,8,21,8.47,2.95,0.46,264029.61
22,40322.28,199034.41,23427.55,51,2,0.66,75337.69,1,1,118,1785.97,0.42,574.69,77481.65,25082.99,180632.9,1,9.28,6350.25,3511594.38,137892.84,65.76,0.08,11.19,8,22,8.07,9.14,0.67,43955.2
53,43593.05,858854.51,213907.29,51,4,0.9,41043.46,3,1,146,1963.85,0.92,710.34,111824.21,11678.21,156616.72,1,5.26,15125.83,4862024.43,78916.64,99.67,0.91,0.39,8,29,7.33,8.12,0.69,368037.84
51,58483.32,390185.4,294139.26,21,3,0.1,39441.61,2,1,261,2411.58,0.07,709.14,144343.05,34878.38,202375.49,3,8.8,13731.47,1404310.51,91715.34,86.87,0.45,8.86,4,26,10.62,4.0,0.87,143673.3
69,60456.71,714983.16,346020.94,29,2,0.23,61323.54,0,2,335,1939.66,0.8,759.18,145975.11,17544.8,0.0,2,2.87,7431.57,4380428.1,139623.45,41.71,0.84,10.6,9,23,10.17,2.63,0.66,338084.31
48,38526.0,769344.23,212947.09,66,0,0.71,74608.58,2,2,286,818.19,0.22,700.75,151571.63,24536.35,122592.24,1,11.76,13077.0,5628235.83,60469.28,32.7,0.98,12.81,8,14,8.16,3.52,0.56,324463.37
27,49512.91,1040164.65,217085.87,59,1,0.82,90822.82,3,2,57,1638.32,0.32,712.76,86636.29,14497.42,123581.67,2,12.98,6467.56,4982642.18,72715.35,59.68,0.68,14.19,0,8,7.93,3.99,0.71,365129.78
36,92845.41,372794.9,342312.06,67,4,0.86,68738.18,1,0,343,2297.47,0.52,675.92,89998.12,8055.92,153684.4,1,13.39,11388.77,4632083.25,108783.43,81.76,0.9,13.74,1,13,6.01,6.01,0.75,213785.68
49,84550.86,0.0,100420.66,6,0,0.42,83697.45,3,2,238,2457.6,0.78,703.24,49241.91,29130.6,151874.02,3,4.91,10142.55,7055776.19,88792.32,47.53,0.14,6.09,9,20,6.38,1.42,0.19,0.0
18,58726.47,745962.39,218918.34,54,3,0.09,41819.15,3,2,130,2490.71,0.84,734.48,86298.04,23790.71,165965.97,3,10.08,15035.18,2454209.79,64912.28,73.77,0.83,13.45,4,23,9.74,9.23,0.11,256080.42
22,50760.07,1150127.8,265233.91,30,3,0.44,92396.09,3,0,157,2660.71,0.58,689.07,87726.49,22372.52,156217.03,0,4.55,10995.7,2723039.29,128289.98,1.92,0.27,0.01,4,1,9.09,1.89,0.07,424531.08
62,52400.63,1009736.59,285937.5,15,1,0.23,32077.73,3,0,370,2071.06,0.4,653.94,75314.09,17218.31,117884.17,1,11.56,5364.52,5078511.99,120713.5,92.58,0.47,5.27,5,25,8.61,3.51,0.37,358387.5
21,62270.36,752414.85,209215.46,21,1,0.29,52442.41,3,0,116,2157.9,0.95,668.99,75128.27,23518.3,122031.76,3,2.25,13057.8,5577710.87,133287.1,77.38,0.65,1.71,7,24,10.97,1.98,0.5,346274.25
33,29544.15,577090.95,252755.28,63,4,0.77,68409.79,0,0,223,1391.65,0.25,717.59,32092.07,32662.37,146302.66,2,11.56,8678.26,5626618.56,93867.91,39.42,0.9,13.25,0,17,9.02,3.31,0.62,136002.81
41,44852.47,901780.65,50933.81,34,4,0.08,35921.74,2,0,395,695.25,0.8,655.44,46323.5,13161.9,185325.03,1,6.88,8536.8,3812668.79,29564.51,38.4,0.91,13.92,9,12,8.31,8.54,0.96,283487.37
33,16628.32,456613.45,197340.13,11,1,0.83,46094.25,1,0,377,1149.45,0.61,724.45,101781.74,25602.73,155956.85,1,12.91,10087.59,3487053.28,100430.19,10.29,0.09,3.84,8,27,6.97,6.54,0.33,106548.24
19,57984.46,819089.44,286280.7,21,1,0.43,43711.16,3,1,92,1578.9,0.38,775.43,103282.93,22024.9,95037.06,0,11.21,8275.95,3310312.98,53128.1,81.62,0.36,5.51,3,20,10.92,3.05,0.76,274596.97
66,62943.92,826367.54,171416.48,25,3,0.6,55346.68,1,1,236,1184.18,0.0,725.07,119322.23,18155.85,91331.16,2,5.96,15384.45,4886704.44,18923.03,76.86,0.79,14.76,7,15,9.46,8.85,0.53,274822.27
45,40336.27,965052.48,254718.74,48,1,0.09,81323.74,0,1,351,1824.24,0.45,717.36,89644.22,3544.43,185692.69,0,13.6,12415.56,3320151.11,89011.46,63.02,0.7,8.49,4,5,6.55,8.21,0.22,428621.43
49,81479.74,1389915.01,285749.8,31,2,0.34,60252.38,2,1,249,1722.75,0.28,697.38,100466.17,19880.07,203017.49,1,4.61,6568.37,5837542.84,104070.51,10.15,0.03,7.46,0,15,9.89,7.78,0.62,556165.93
44,25484.69,798103.99,222596.06,38,0,0.09,53054.04,3,2,88,2562.7,0.1,641.16,150020.38,26726.89,224971.0,0,14.52,7817.34,4473740.44,163931.11,26.23,0.45,7.51,8,3,8.55,8.63,0.97,311217.89
37,20712.5,572759.09,263637.1,31,1,0.96,16735.13,0,0,269,1418.52,0.08,636.62,97883.97,23239.72,115635.17,1,11.62,6071.15,3655528.73,51775.82,45.89,0.83,10.44,7,23,10.87,6.58,0.12,255612.73
41,54489.04,693606.42,172981.39,50,4,0.81,67001.33,0,2,356,2084.35,0.35,636.12,74717.23,5613.26,18562.15,1,14.86,12903.18,3660412.14,127082.12,26.6,0.74,14.32,4,9,11.51,5.51,0.51,304409.27
29,70941.97,257731.02,233471.1,68,2,0.46,71850.23,2,0,53,1748.14,0.61,707.74,52362.08,32470.55,176715.14,0,1.28,9799.33,2661711.65,36043.31,43.4,0.41,5.5,3,18,9.6,4.37,0.05,200109.12
67,83678.55,526321.72,298817.29,57,4,0.22,34499.7,3,0,170,1396.05,0.84,660.53,131899.19,36479.2,99905.77,0,4.47,7070.09,3546990.69,150804.47,22.6,0.74,2.59,7,10,10.39,3.01,0.32,223645.85
52,40822.31,597679.39,262557.84,31,2,0.93,58995.41,2,2,385,1563.37,0.18,678.55,31866.3,18905.03,142764.07,1,11.25,14715.46,3836655.87,71974.17,34.96,0.55,2.78,8,28,6.34,6.02,0.62,273361.31
50,71573.62,568977.9,203077.5,7,1,0.34,62895.12,2,1,126,769.24,0.42,700.93,66463.26,43110.76,160376.09,0,13.87,11514.64,4989696.45,86606.75,65.23,0.91,0.31,6,4,9.36,9.01,0.84,178609.8
50,49229.83,738088.72,267937.31,19,0,0.16,74469.03,1,2,228,2449.01,0.39,637.98,116743.17,11704.5,188755.48,0,0.92,10556.58,4380960.64,87119.23,89.24,0.59,8.33,3,17,10.53,6.35,0.73,276449.12
68,46547.45,494395.02,307168.78,35,4,0.56,49128.47,1,2,182,2841.36,0.51,654.9,23737.87,7279.01,212523.92,1,0.5,10415.08,3468329.89,130358.36,38.5,0.4,13.94,6,2,8.98,9.28,0.46,248381.57
60,67673.2,980257.67,86004.7,54,2,0.94,46869.59,2,0,360,1839.52,0.81,696.14,75425.81,9851.78,231874.44,2,4.22,5926.04,3029715.37,41981.06,69.19,0.86,10.7,5,7,9.56,4.21,0.91,294007.36
54,63046.46,700051.77,342725.93,17,3,0.0,53152.54,1,0,278,2017.44,0.55,665.46,105166.7,22451.39,242352.3,0,12.87,11678.06,4215618.19,92903.79,13.48,0.05,14.89,2,10,11.39,7.26,0.3,293722.5
29,18472.16,697674.92,223099.62,49,1,0.24,79266.56,0,0,325,1822.49,0.85,670.13,84666.49,2216.52,157283.25,0,11.62,8743.38,2036400.23,74347.42,54.08,0.9,13.64,9,20,7.19,6.84,0.75,194840.54
20,79530.81,618026.32,284039.19,38,0,0.94,75657.68,2,1,201,1507.95,0.52,628.37,60692.44,16890.87,31795.01,3,5.43,12611.95,4118565.08,187921.91,92.17,0.7,7.38,2,29,6.59,7.03,0.47,283062.61
18,77601.83,738797.67,345779.75,18,1,0.17,59679.82,3,2,213,2422.94,0.6,670.8,76262.23,49345.5,107332.17,2,0.53,11917.7,5838664.47,56600.87,2.79,0.94,7.3,0,18,10.14,6.81,0.9,265395.56
50,37488.75,906274.57,140266.1,31,3,0.11,75296.65,3,2,339,2191.44,0.44,762.61,132679.37,4961.76,248568.83,0,8.54,9816.77,4259579.41,0.0,26.76,0.25,9.43,4,20,10.94,2.99,0.8,275794.2
57,57916.07,483217.45,193244.72,26,0,0.57,24469.63,0,1,158,252.72,0.82,657.68,173255.1,14528.9,160413.17,1,3.95,9604.55,4691185.95,167783.82,13.25,0.69,1.66,7,24,11.1,2.29,0.9,282026.49
27,59880.6,535470.88,226916.1,33,3,0.86,71874.81,3,2,175,1379.23,0.92,622.65,105579.55,9639.32,302486.22,3,11.31,14976.79,4545711.28,119653.56,53.31,0.81,9.12,5,2,9.85,9.81,0.21,188840.4
60,55213.48,624068.49,187299.72,53,1,0.48,43218.51,3,2,289,768.16,0.64,727.91,20468.6,17151.83,123471.02,3,6.97,5989.43,2837722.01,68505.0,67.96,0.7,6.96,7,11,11.0,1.41,0.67,264740.1
61,38993.9,363532.27,388794.93,45,2,0.99,86505.37,2,0,359,2933.25,0.82,706.17,122724.09,16518.43,311900.41,3,10.34,8279.8,6608987.92,98711.59,5.78,0.21,9.64,6,14,10.2,5.21,0.74,279628.44
46,36567.53,495185.54,181458.23,71,1,0.68,44036.33,0,1,394,1896.9,0.06,690.63,84144.66,13304.39,149894.41,0,12.86,13409.6,4010921.5,67960.24,7.03,0.28,8.48,1,25,6.52,4.83,0.74,247406.84
30,49488.92,580944.78,205556.26,28,1,0.07,47208.57,2,0,195,2144.42,0.91,614.07,56183.09,18436.95,120617.27,1,8.27,14455.53,4495981.28,21720.09,86.96,0.57,4.66,7,22,10.57,4.24,0.5,221642.07
29,73454.58,918597.3,266351.12,53,1,0.99,68436.36,0,1,301,1788.02,0.19,621.17,67989.08,26332.06,100183.34,3,5.37,9586.35,3713252.23,93429.02,45.62,0.45,9.12,3,23,7.08,8.04,0.01,326005.54
48,60872.0,765640.33,153828.04,7,4,0.41,69884.31,2,0,232,2661.62,0.26,603.13,69688.41,33853.46,196189.78,2,11.66,7902.04,5865678.44,93142.59,46.3,0.74,5.49,4,15,7.42,7.71,0.26,232936.55
63,42587.71,748397.48,218345.54,25,3,0.29,53305.02,2,2,358,2516.42,0.05,701.58,43566.1,17155.75,51086.22,3,4.35,7962.84,2749584.16,113573.88,94.46,0.38,2.92,7,4,8.37,9.15,0.32,187565.17
19,65433.97,912724.49,275396.26,64,3,0.56,65571.06,1,1,355,1870.71,0.97,730.99,97477.25,20057.85,111517.1,3,13.43,5696.72,6062757.4,61080.18,32.02,0.86,10.13,4,18,7.89,4.56,0.85,390899.4
68,0.0,665657.05,223371.17,51,3,0.3,67430.7,3,1,121,3030.8,0.85,703.26,173125.87,24632.56,146319.28,2,1.54,16005.25,4134842.01,69010.91,89.7,0.43,4.6,4,26,7.93,6.08,0.84,310368.49
67,72975.31,797616.21,242529.05,8,4,0.09,65896.72,0,0,268,2111.19,0.91,777.5,56032.36,7642.22,0.0,3,12.61,9555.82,3859763.79,84937.34,97.43,0.04,13.34,5,5,7.02,9.03,0.1,332170.73
52,15205.72,674194.56,207653.43,60,2,0.0,53931.68,3,1,256,1123.92,0.85,657.9,171893.88,18473.49,143179.49,3,1.83,11394.63,3746697.73,60766.12,24.17,0.02,2.99,6,28,7.76,9.94,0.95,133049.33
40,42751.18,766340.59,128842.38,17,1,0.45,67578.17,1,2,222,2060.01,0.48,663.82,108324.67,14944.7,270434.76,2,1.31,11425.08,6670378.29,145470.52,51.4,0.65,9.0,8,11,6.12,9.72,0.18,259500.78
34,27606.6,554310.34,275727.46,45,2,0.84,81095.56,0,2,190,2310.46,0.92,685.33,96284.11,29519.33,180236.85,0,5.77,14451.5,2574267.24,133964.9,53.44,0.54,8.57,6,18,8.84,7.46,0.41,271144.4
43,24106.37,90295.71,390394.65,71,4,0.57,41617.67,1,2,321,1920.07,0.97,668.53,87121.6,37518.25,103936.8,2,14.37,8742.23,3858198.69,79364.6,86.62,0.54,2.97,5,8,10.61,2.29,0.22,192083.27
25,73216.54,666430.21,251472.13,21,3,1.0,47399.1,3,0,263,1753.11,0.5,704.94,67754.23,12229.37,116548.73,0,14.76,8953.73,2951078.61,121383.35,30.39,0.79,6.6,9,17,11.17,1.21,0.86,287905.96
46,40645.98,1055687.03,268021.13,39,1,0.29,60408.83,2,1,318,3058.62,0.18,648.02,111674.1,32799.9,173600.18,0,3.43,12492.75,2324957.48,50468.52,79.8,0.38,10.13,3,28,10.92,8.43,0.75,405157.13
43,56930.08,931553.85,305417.82,49,0,0.28,44156.64,1,0,69,1288.48,0.66,610.26,120879.16,5416.28,114247.7,0,2.66,4615.26,6066344.33,81545.92,97.1,1.0,4.78,9,2,8.5,8.57,0.35,340010.36
27,49061.59,941349.37,148453.56,11,0,0.16,32948.94,1,2,115,341.77,0.98,590.53,2994.28,22006.74,182799.19,2,5.62,14470.94,4467446.27,158543.12,84.03,0.95,1.71,1,22,10.38,7.72,0.68,328895.12
43,59540.82,1009032.68,386201.17,69,2,0.16,76396.84,2,1,352,2971.43,0.87,704.03,201721.53,22599.97,112271.74,2,5.39,15214.4,3106986.52,125834.97,90.91,0.01,9.23,8,29,7.73,3.52,0.18,412676.67
51,51536.44,722164.4,266186.3,27,3,0.29,26568.18,3,2,196,1264.37,0.86,653.7,27560.55,5160.86,78299.51,0,11.51,10737.35,5494906.62,111563.29,70.84,0.9,3.36,9,13,6.33,6.76,0.38,240861.71
68,24340.16,749328.93,380548.55,23,0,0.79,53964.26,1,1,214,1828.03,0.93,621.52,79106.85,11715.73,232655.68,2,6.94,7186.77,4019179.2,85658.09,90.4,0.68,10.22,4,25,10.06,3.85,0.38,268930.58
58,69925.34,545587.03,191357.36,17,2,0.91,71384.16,3,1,359,1773.54,0.89,649.05,0.0,10742.79,199632.78,0,11.81,12559.37,3724119.86,98322.49,16.49,0.5,12.59,4,23,9.89,5.06,0.24,158879.92
24,40124.87,620981.79,395444.95,57,4,0.98,64000.5,2,0,55,2739.05,0.78,777.63,89283.63,6886.01,17809.94,2,11.36,9426.9,5190457.52,41264.48,71.24,0.58,1.85,2,20,10.81,4.44,0.88,314794.35
21,18868.36,853942.79,312012.44,56,2,0.23,54191.26,0,1,63,2860.91,0.72,624.46,81541.44,0.0,126419.93,1,8.89,10426.64,3993373.55,87064.51,73.19,0.84,6.56,2,4,9.7,9.22,0.68,272023.29
67,41437.7,1000971.11,294243.21,53,2,0.88,43538.41,1,2,181,1224.57,0.26,716.36,79532.27,17927.51,223005.74,2,12.59,10655.43,3344668.76,115041.24,43.92,0.95,6.67,0,4,6.94,3.11,0.28,361076.59
62,80015.2,665138.43,268721.96,24,2,0.33,65158.02,3,1,391,2814.15,0.62,701.05,112173.35,19132.26,138370.16,2,3.34,8024.99,5334482.78,98943.14,7.97,0.56,9.49,4,3,11.12,6.2,0.24,343938.49
28,67004.43,587452.68,230117.71,11,1,0.11,45174.08,2,2,292,2803.05,0.52,747.07,90247.53,19053.75,109361.55,2,2.85,11041.79,4330356.97,98943.41,62.24,0.18,5.02,2,24,9.76,4.25,0.02,165596.44
46,43026.96,700131.99,346042.53,32,2,0.87,63988.99,2,0,280,2011.61,0.86,673.85,121536.75,27657.06,132321.91,0,11.38,5610.17,5395686.06,73824.13,5.19,0.64,6.28,1,21,10.85,6.97,0.35,337243.63
53,43014.85,850301.69,261228.79,58,2,0.64,62113.76,1,2,277,2559.53,0.49,601.98,50506.77,621.69,157764.22,0,4.05,3412.76,4016612.88,63690.1,38.24,0.08,0.18,8,28,10.64,6.08,0.53,345332.69
42,43567.3,339036.3,92634.42,53,1,0.16,62265.49,0,1,211,2619.7,0.13,729.63,103095.33,16189.5,137425.5,1,0.54,11093.15,5722827.74,60030.99,39.37,0.64,1.84,9,27,7.79,9.32,0.28,120769.21
38,91534.96,125954.76,160625.08,12,1,0.43,50395.22,1,2,332,1848.54,0.0,667.51,74732.76,45599.78,144212.63,1,13.72,13130.9,4516835.93,89924.79,99.89,0.81,8.55,5,15,6.45,1.91,0.7,110259.37
53,57638.71,562365.79,235132.34,64,4,0.29,90525.14,3,2,312,1905.46,0.68,743.72,85186.42,28867.56,139504.22,3,9.53,8459.39,5771237.17,129369.74,29.98,0.35,3.24,2,12,7.06,2.99,0.41,220868.91
27,58600.83,394821.89,274799.92,16,3,0.74,65373.1,2,1,180,2353.6,0.55,720.8,110813.95,28924.64,81846.71,1,6.95,8290.9,5731980.51,65658.65,82.05,0.07,2.17,6,7,6.56,7.9,0.32,238532.48
54,70605.67,572964.95,245472.92,20,0,0.45,55819.37,0,2,274,1022.89,0.33,729.79,79827.77,9834.06,78238.83,0,11.02,11942.58,5983502.09,101630.45,5.32,0.69,4.87,8,23,7.46,4.32,0.94,181827.71
26,54775.78,663054.92,347517.66,69,0,0.99,63964.06,3,1,307,1787.72,0.17,798.42,95793.37,18040.96,73703.08,1,5.33,9937.88,4581944.7,100619.17,52.98,0.34,2.45,8,20,8.76,2.49,0.26,389617.38
41,44819.16,586687.9,93911.85,8,2,0.05,48383.08,1,0,283,1279.78,0.47,694.1,53830.18,0.0,156404.97,1,14.33,8301.72,4959264.25,137205.2,53.67,0.25,0.89,0,15,11.44,5.53,0.4,279421.39
52,46073.0,1063116.88,261487.03,28,4,0.36,54205.43,2,2,385,2854.15,0.1,752.14,143820.49,25854.82,190793.59,2,1.49,10915.85,4223128.62,100535.28,62.87,0.69,4.26,1,27,11.23,6.87,0.38,284394.07
66,48567.97,781686.19,104561.66,58,2,0.48,95878.8,1,0,365,1780.65,0.34,659.76,129137.76,34002.99,84108.78,1,9.79,10019.1,3422754.71,40486.02,81.0,0.97,2.47,7,24,10.31,1.4,0.24,338638.18
52,49255.56,775118.59,310776.98,42,0,0.5,48489.29,0,2,73,2165.82,0.38,707.04,103999.34,5502.02,44991.61,3,11.77,6252.12,6903956.68,184995.09,76.19,0.75,11.99,0,1,6.14,3.62,0.22,286978.72
65,64552.59,855551.79,242443.3,14,1,0.32,58833.41,0,2,320,1868.95,0.47,654.89,90293.6,8411.16,89007.66,2,7.3,9673.52,3597474.25,138867.63,76.1,0.49,0.94,2,29,8.05,8.28,0.3,392445.89
53,51038.92,415291.72,283568.8,20,3,0.73,53158.43,0,0,144,1829.91,0.47,703.96,95825.14,19679.72,248168.25,0,11.45,10548.81,5585841.01,119327.64,43.23,0.6,11.21,6,7,10.09,5.68,0.86,260296.96
35,64652.8,959777.95,180889.36,8,4,0.87,44405.49,0,2,191,2126.58,0.26,698.74,142960.93,21532.94,128082.38,3,13.94,8398.65,5370974.8,76980.13,72.75,0.14,5.74,7,2,6.77,1.32,0.77,290241.5
66,48385.67,681058.93,352357.19,22,1,0.94,66316.27,0,2,231,1561.61,0.85,576.97,126304.22,14582.75,135014.05,0,11.29,12777.26,4717263.56,87242.8,49.13,0.81,10.13,4,22,10.81,3.54,0.68,330106.88
56,51572.7,867620.15,333337.97,31,3,0.81,60547.08,1,0,255,1880.91,0.36,649.41,143633.77,11846.3,94160.09,3,4.99,11449.99,4314013.68,43104.49,6.7,0.6,0.79,1,28,11.49,6.75,0.46,330123.46
49,10035.99,432035.69,296683.54,26,4,0.85,73665.41,0,2,130,1876.49,0.23,691.52,86324.36,11953.43,190019.41,2,8.65,9168.78,4325949.08,86650.67,89.02,0.97,13.81,2,8,8.12,2.79,0.51,233632.17
41,68326.55,311560.31,239638.62,26,4,0.55,72158.67,0,1,323,1746.07,0.18,567.13,119335.97,19509.69,141366.5,3,13.72,10400.95,3711504.67,107027.86,89.02,0.98,11.51,8,29,10.24,8.45,0.27,168579.93
40,56929.77,904472.41,296388.58,16,0,0.83,73510.62,2,2,325,2234.63,0.32,675.21,147546.96,25861.37,99135.28,3,7.01,8870.65,4613330.18,98991.6,32.29,0.35,2.1,9,10,6.89,7.09,0.07,321096.41
49,69960.2,794102.38,193448.59,43,1,0.3,46226.95,0,2,257,1731.8,0.07,730.42,62954.17,19506.98,77836.26,1,10.38,9327.09,3082336.33,170102.27,91.39,0.99,3.28,6,20,10.14,5.24,0.33,219186.92
54,0.0,474487.11,318444.45,40,4,0.4,69614.41,2,2,345,2966.67,0.03,745.01,60438.29,18551.4,176449.33,0,7.25,9437.47,5396703.07,126839.47,75.8,0.96,9.66,0,26,6.13,9.24,0.5,232526.62
29,91767.49,482584.23,381958.47,19,4,0.32,69979.07,2,0,88,2377.38,0.61,640.88,111008.18,2407.46,168478.96,2,2.26,4689.59,4225754.42,138944.11,40.08,0.64,13.82,2,23,6.9,4.53,0.06,280119.73
